Program,Year,Period,State,State ANSI,Items,Discription,Units,dname,type,Title,Chemical Name,Number,Value,CV (%),Carcinogen,Hormone Disruptor,Neurotoxins,Developmental or Reproductive Toxins,Bee Toxins,Human Toxins
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,2.7,NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,34,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,34,NA,possible,NA,NA,NA,NA,slight
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,76,NA,known,NA,NA,NA,NA,high
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,61,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,36,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,61,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,56,NA,NA,suspected,NA,present,NA,high
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,25,NA,possible,suspected,NA,present,slight,high
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,65,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,29,NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLOXYSTROBIN, 129112,50,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,37,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,42,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,51,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,58,NA,possible,suspected,NA,present,high,high
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CARBARYL, 56801,(D),NA,known,suspected,present,present,high,high
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CHLORPYRIFOS, 59101,(D),NA,NA,suspected,present,NA,high,high
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",FENPROPATHRIN, 127901,31,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,24,NA,probable,NA,NA,NA,NA,slight
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,12,NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,28,NA,possible,suspected,present,NA,high,high
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,37,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,4,NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,5,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,17,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,24,NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,"12,000",NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,"146,100",NA,known,NA,NA,NA,NA,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,"4,100",NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,"2,700",NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,(D),NA,NA,suspected,NA,present,NA,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,(D),NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,200,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,700,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,300,NA,possible,suspected,NA,present,high,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,(D),NA,probable,NA,NA,NA,NA,slight
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,(D),NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,(D),NA,possible,suspected,present,NA,high,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,100,NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,0.858,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,2.098,NA,known,NA,NA,NA,NA,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,0.313,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,0.206,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,(D),NA,NA,suspected,NA,present,NA,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,(D),NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,0.099,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,0.141,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,0.05,NA,possible,suspected,NA,present,high,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,(D),NA,probable,NA,NA,NA,NA,slight
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,(D),NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,(D),NA,possible,suspected,present,NA,high,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,0.054,NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,4.123,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,16.856,NA,known,NA,NA,NA,NA,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,0.642,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,0.428,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,(D),NA,NA,suspected,NA,present,NA,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,(D),NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,0.127,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,0.663,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,0.077,NA,possible,suspected,NA,present,high,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,(D),NA,probable,NA,NA,NA,NA,slight
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,(D),NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,(D),NA,possible,suspected,present,NA,high,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,0.095,NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,4.8,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,8,NA,known,NA,NA,NA,NA,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,2.1,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,2.1,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,(D),NA,NA,suspected,NA,present,NA,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,(D),NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,1.3,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,4.7,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,1.5,NA,possible,suspected,NA,present,high,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,(D),NA,probable,NA,NA,NA,NA,slight
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,(D),NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,(D),NA,possible,suspected,present,NA,high,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,1.8,NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,29,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,88,NA,known,NA,NA,NA,NA,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,64,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,64,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,(D),NA,NA,suspected,NA,present,NA,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,(D),NA,NA,NA,NA,NA,slight,NA
