Program,Year,Period,State,State ANSI,Items,Discription,Units,Value,Title,Chemical Name,Number,CV (%),Carcinogen,Hormone Disruptor,Neurotoxins,Developmental or Reproductive Toxins,Bee Toxins,Human Toxins
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,51,"CHEMICAL, FUNGICIDE",QUINOLINE, 55459,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, FUNGICIDE",STREPTOMYCES LYDICUS, 6327,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,72,"CHEMICAL, FUNGICIDE",SULFUR, 77501,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,30,"CHEMICAL, FUNGICIDE",TETRACONAZOLE, 120603,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,9,"CHEMICAL, FUNGICIDE",THIOPHANATE-METHYL, 102001,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,50,"CHEMICAL, FUNGICIDE",THIRAM, 79801,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,93,"CHEMICAL, FUNGICIDE",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, FUNGICIDE",TRICHODERMA HARZ., 119202,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,50,"CHEMICAL, FUNGICIDE",TRIFLOXYSTROBIN, 129112,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,37,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,6,"CHEMICAL, HERBICIDE",CARFENTRAZONE-ETHYL, 128712,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,14,"CHEMICAL, HERBICIDE",FLUMIOXAZIN, 129034,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, HERBICIDE",GLUFOSINATE-AMMONIUM, 128850,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, HERBICIDE",GLYPHOSATE ISO. SALT, 103601,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, HERBICIDE",GLYPHOSATE POT. SALT, 103613,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, HERBICIDE","NAPROPAMIDE", 103001,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,9,"CHEMICAL, HERBICIDE",OXYFLUORFEN, 111601,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, HERBICIDE",PARAQUAT, 61601,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,8,"CHEMICAL, HERBICIDE",PENDIMETHALIN, 108501,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, HERBICIDE",SULFENTRAZONE, 129081,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,20,"CHEMICAL, HERBICIDE",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,35,"CHEMICAL, INSECTICIDE",ABAMECTIN, 122804,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,32,"CHEMICAL, INSECTICIDE",ACEQUINOCYL, 6329,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,42,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,25,"CHEMICAL, INSECTICIDE",AZADIRACHTIN, 121701,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, INSECTICIDE",BEAUVERIA BASSIANA, 128924,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,51,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,58,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,NA,possible,suspected,NA,present,high,slight
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,43,"CHEMICAL, INSECTICIDE",BT KURSTAK ABTS-1857, 6523,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,24,"CHEMICAL, INSECTICIDE",BT KURSTAKI ABTS-351, 6522,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,37,"CHEMICAL, INSECTICIDE",BT KURSTAKI SA-11, 6519,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,5,"CHEMICAL, INSECTICIDE",BT SUB AIZAWAI GC-91, 6426,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, INSECTICIDE",BUPROFEZIN, 275100,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,2,"CHEMICAL, INSECTICIDE",BURKHOLDERIA A396 CELLS & MEDIA, 6534,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, INSECTICIDE",CARBARYL, 56801,NA,known,suspected,present,present,high,high
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,44,"CHEMICAL, INSECTICIDE",CHLORANTRANILIPROLE, 90100,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, INSECTICIDE",CHLORPYRIFOS, 59101,NA,NA,suspected,present,NA,high,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,19,"CHEMICAL, INSECTICIDE",CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA, 16329,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,11,"CHEMICAL, INSECTICIDE",CYANTRANILIPROLE, 90098,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,48,"CHEMICAL, INSECTICIDE",CYFLUMETOFEN, 138831,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,6,"CHEMICAL, INSECTICIDE",ETOXAZOLE, 107091,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, INSECTICIDE",FENBUTATIN-OXIDE, 104601,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,31,"CHEMICAL, INSECTICIDE",FENPROPATHRIN, 127901,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,9,"CHEMICAL, INSECTICIDE",FENPYROXIMATE, 129131,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,57,"CHEMICAL, INSECTICIDE",FLONICAMID, 128016,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,34,"CHEMICAL, INSECTICIDE",FLUPYRADIFURONE, 122304,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, INSECTICIDE",HELICOVERPA ZEA NPV, 107300,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,24,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,NA,probable,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,12,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,28,"CHEMICAL, INSECTICIDE",MALATHION, 57701,NA,possible,suspected,present,NA,high,slight
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,37,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,21,"CHEMICAL, INSECTICIDE","NALED", 34401,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,9,"CHEMICAL, INSECTICIDE",NEEM OIL, 25006,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,18,"CHEMICAL, INSECTICIDE","NEEM OIL, CLAR. HYD.", 25007,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,66,"CHEMICAL, INSECTICIDE",NOVALURON, 124002,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,4,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,NA,possible,suspected,NA,NA,moderate,slight
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, INSECTICIDE",POTASSIUM SALTS, 79021,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,8,"CHEMICAL, INSECTICIDE",PYRETHRINS, 69001,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, INSECTICIDE",PYRIDABEN, 129105,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,5,"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, INSECTICIDE",SOYBEAN OIL, 31605,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,58,"CHEMICAL, INSECTICIDE",SPINETORAM, 110007,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,15,"CHEMICAL, INSECTICIDE",SPINOSAD, 110003,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,17,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,20,"CHEMICAL, INSECTICIDE",SULFOXAFLOR, 5210,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,24,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,NA,NA,NA,NA,NA,high,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,91,"CHEMICAL, INSECTICIDE",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, INSECTICIDE",ZETA-CYPERMETHRIN, 129064,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, OTHER",ACIBENZOLAR-S-METHYL, 61402,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, OTHER",AUREOBASIDIUM PULLULANS DSM 14940, 46010,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, OTHER",AUREOBASIDIUM PULLULANS DSM 14941, 36010,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, OTHER",BT KURSTAKI SA-12, 6518,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, OTHER",CAPRIC ACID, 128955,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, OTHER",CAPRYLIC ACID, 128919,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,49,"CHEMICAL, OTHER",CHLOROPICRIN, 81501,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,23,"CHEMICAL, OTHER",DICHLOROPROPENE, 29001,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,25,"CHEMICAL, OTHER",FLUTRIAFOL, 128940,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, OTHER",GLIOCLADIUM VIRENS, 129000,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, OTHER",HYDROGEN PEROXIDE, 595,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,2,"CHEMICAL, OTHER",IRON PHOSPHATE, 34903,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, OTHER",METALDEHYDE, 53001,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,3,"CHEMICAL, OTHER",METAM-POTASSIUM, 39002,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,2,"CHEMICAL, OTHER",METAM-SODIUM, 39003,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, OTHER",PAECILOMYCES FUMOSOR, 115002,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, OTHER",PEROXYACETIC ACID, 63201,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, OTHER",POTASSIUM SILICATE, 72606,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,7,"CHEMICAL, OTHER",REYNOUTRIA SACHALINE, 55809,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,63,"CHEMICAL, OTHER",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,(D),"CHEMICAL, OTHER",TRICHODERMA VIRENS STRAIN G-41, 176604,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,98,FERTILIZER,NITROGEN,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,49,FERTILIZER,PHOSPHATE,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,49,FERTILIZER,POTASH,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,30,FERTILIZER,SULFUR,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, MEASURED IN CWT / ACRE,NA,NA,215,NOT SPECIFIED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,"12,000","CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(NA),"CHEMICAL, FUNGICIDE",BACILLUS SUBTILIS, 6479,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,"146,100","CHEMICAL, FUNGICIDE",CAPTAN, 81301,NA,known,NA,NA,NA,NA,high
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",COPPER CHLORIDE HYD., 23501,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",COPPER HYDROXIDE, 23401,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",CYFLUFENAMID, 555550,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,"4,100","CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",DIFENOCONAZOLE, 128847,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",DODINE, 44301,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,"2,700","CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",FLUTOLANIL, 128975,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",FLUXAPYROXAD, 138009,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",FOSETYL-AL, 123301,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",ISOFETAMID, 270000,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",MEFENOXAM, 113502,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",MONO-POTASSIUM SALT, 76416,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,NA,NA,suspected,NA,present,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",PENTHIOPYRAD, 90112,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,NA,possible,suspected,NA,NA,slight,slight
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",SULFUR, 77501,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",TETRACONAZOLE, 120603,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,"10,200","CHEMICAL, FUNGICIDE",THIOPHANATE-METHYL, 102001,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,"54,800","CHEMICAL, FUNGICIDE",THIRAM, 79801,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,"286,900","CHEMICAL, FUNGICIDE",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,NA,NA,NA,NA,NA,slight,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, HERBICIDE","2,4-D, DIMETH. SALT", 30019,NA,NA,NA,NA,NA,NA,NA
SURVEY,2019,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,(D),"CHEMICAL, HERBICIDE","2,4-D, TRIISO. SALT", 30035,NA,NA,NA,NA,NA,NA,NA
