"Program","Year","Period","State","State ANSI","Strawberries","Items","Discription","Units","Status","Type","Chemicals Names","Number","Value","CV (%)"
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," INSECTICIDE","POTASSIUM SALTS ",79021,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," INSECTICIDE","PYRETHRINS ",69001,"8",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," INSECTICIDE","PYRIDABEN ",129105,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," INSECTICIDE","PYRIPROXYFEN ",129032,"5",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," INSECTICIDE","SOYBEAN OIL ",31605,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," INSECTICIDE","SPINETORAM ",110007,"58",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," INSECTICIDE","SPINOSAD ",110003,"15",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," INSECTICIDE","SPIROMESIFEN ",24875,"17",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," INSECTICIDE","SULFOXAFLOR ",5210,"20",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," INSECTICIDE","THIAMETHOXAM ",60109,"24",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," INSECTICIDE","TOTAL",NA,"91",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," INSECTICIDE","ZETA-CYPERMETHRIN ",129064,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","ACIBENZOLAR-S-METHYL ",61402,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","AUREOBASIDIUM PULLULANS DSM 14940 ",46010,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","AUREOBASIDIUM PULLULANS DSM 14941 ",36010,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","BT KURSTAKI SA-12 ",6518,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","CAPRIC ACID ",128955,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","CAPRYLIC ACID ",128919,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","CHLOROPICRIN ",81501,"49",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","DICHLOROPROPENE ",29001,"23",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","FLUTRIAFOL ",128940,"25",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","GLIOCLADIUM VIRENS ",129000,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","HYDROGEN PEROXIDE ",595,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","IRON PHOSPHATE ",34903,"2",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","METALDEHYDE ",53001,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","METAM-POTASSIUM ",39002,"3",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","METAM-SODIUM ",39003,"2",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","PAECILOMYCES FUMOSOR ",115002,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","PEROXYACETIC ACID ",63201,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","POTASSIUM SILICATE ",72606,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","REYNOUTRIA SACHALINE ",55809,"7",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","TOTAL",NA,"63",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","CHEMICAL"," OTHER","TRICHODERMA VIRENS STRAIN G-41 ",176604,"(D)",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","FERTILIZER",NA,"NITROGEN",NA,"98",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","FERTILIZER",NA,"PHOSPHATE",NA,"49",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","FERTILIZER",NA,"POTASH",NA,"49",NA
0,2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - TREATED"," MEASURED IN PCT OF AREA BEARING"," AVG","FERTILIZER",NA,"SULFUR",NA,"30",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"TOTAL",NA,"NOT SPECIFIED",NA,"215",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","AZOXYSTROBIN ",128810,"12,000",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","BACILLUS SUBTILIS ",6479,"(NA)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","CAPTAN ",81301,"146,100",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","COPPER CHLORIDE HYD. ",23501,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","COPPER HYDROXIDE ",23401,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","CYFLUFENAMID ",555550,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","CYPRODINIL ",288202,"4,100",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","DIFENOCONAZOLE ",128847,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","DODINE ",44301,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","FENHEXAMID ",90209,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","FLUDIOXONIL ",71503,"2,700",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","FLUTOLANIL ",128975,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","FLUXAPYROXAD ",138009,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","FOSETYL-AL ",123301,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","ISOFETAMID ",270000,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","MEFENOXAM ",113502,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","MONO-POTASSIUM SALT ",76416,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","MYCLOBUTANIL ",128857,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","PENTHIOPYRAD ",90112,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN ",99100,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","PYRIMETHANIL ",288201,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","SULFUR ",77501,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","TETRACONAZOLE ",120603,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL ",102001,"10,200",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","THIRAM ",79801,"54,800",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","TOTAL",NA,"286,900",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," FUNGICIDE","TRIFLUMIZOLE ",128879,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," HERBICIDE","2,4-D, DIMETH. SALT ",30019,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," HERBICIDE","2,4-D, TRIISO. SALT ",30035,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," HERBICIDE","GLYPHOSATE ISO. SALT ",103601,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," HERBICIDE","GLYPHOSATE POT. SALT ",103613,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," HERBICIDE","PARAQUAT ",61601,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," HERBICIDE","TOTAL",NA,"300",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","ABAMECTIN ",122804,"300",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","ACETAMIPRID ",99050,"200",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","BIFENAZATE ",586,"700",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","BIFENTHRIN ",128825,"300",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","BT KURSTAKI ABTS-351 ",6522,"(NA)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE ",90100,"100",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","CYANTRANILIPROLE ",90098,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","CYFLUMETOFEN ",138831,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","CYPERMETHRIN ",109702,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","FENPYROXIMATE ",129131,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","HEXYTHIAZOX ",128849,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","IMIDACLOPRID ",129099,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","MALATHION ",57701,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","METHOXYFENOZIDE ",121027,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","NALED ",34401,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","NOVALURON ",124002,"1,000",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","SPINETORAM ",110007,"600",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","SPIROMESIFEN ",24875,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","THIAMETHOXAM ",60109,"100",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," INSECTICIDE","TOTAL",NA,"5,100",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," OTHER","ACIBENZOLAR-S-METHYL ",61402,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," OTHER","ALKYL. DIM. BENZ. AM ",69105,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," OTHER","CHLOROPICRIN ",81501,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," OTHER","DECYLDIMETHYLOCTYL ",69165,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," OTHER","DICHLOROPROPENE ",29001,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," OTHER","DIDECYL DIM. AMMON. ",69166,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," OTHER","DIMETHYLDIOCTYL ",69149,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," OTHER","FLUTRIAFOL ",128940,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," OTHER","HYDROGEN PEROXIDE ",595,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," OTHER","PEROXYACETIC ACID ",63201,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," OTHER","REYNOUTRIA SACHALINE ",55809,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL"," OTHER","TOTAL",NA,"125,900",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"FERTILIZER",NA,"NITROGEN",NA,"320,000",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"FERTILIZER",NA,"PHOSPHATE",NA,"86,000",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"FERTILIZER",NA,"POTASH",NA,"389,000",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"FERTILIZER",NA,"SULFUR",NA,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN ",128810,"0.858",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","BACILLUS SUBTILIS ",6479,"(NA)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","CAPTAN ",81301,"2.098",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","COPPER CHLORIDE HYD. ",23501,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","COPPER HYDROXIDE ",23401,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","CYFLUFENAMID ",555550,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","CYPRODINIL ",288202,"0.313",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","DIFENOCONAZOLE ",128847,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","DODINE ",44301,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","FENHEXAMID ",90209,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","FLUDIOXONIL ",71503,"0.206",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","FLUTOLANIL ",128975,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","FLUXAPYROXAD ",138009,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","FOSETYL-AL ",123301,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","ISOFETAMID ",270000,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","MEFENOXAM ",113502,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","MONO-POTASSIUM SALT ",76416,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","MYCLOBUTANIL ",128857,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD ",90112,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN ",99100,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","PYRIMETHANIL ",288201,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","SULFUR ",77501,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","TETRACONAZOLE ",120603,"(D)",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL ",102001,"1.34",NA
0,2019,"YEAR","FLORIDA",12,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","CHEMICAL"," FUNGICIDE","THIRAM ",79801,"2.036",NA
