"Year","State","State ANSI","Items","Discription","Units","Type","Pesticide","Number","Value","Carcinogen","Hormone Disruptor","Neurotoxins","Developmental or Reproductive Toxins","Bee Toxins"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","CAPTAN",81301,"2.098","known",NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYPRODINIL",288202,"0.313",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","FENHEXAMID",90209,"(D)",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUDIOXONIL",71503,"0.206",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","MYCLOBUTANIL",128857,"(D)",NA,"suspected",NA,"present",NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYRACLOSTROBIN",99100,"(D)",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYRIMETHANIL",288201,"(D)","possible","suspected",NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","TRIFLUMIZOLE",128879,"(D)",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","ACETAMIPRID",99050,"0.099",NA,NA,NA,NA,"moderate"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENAZATE",586,"0.141",NA,NA,NA,NA,"moderate"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENTHRIN",128825,"0.05","possible","suspected",NA,"present","high"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","HEXYTHIAZOX",128849,"(D)","probable",NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","IMIDACLOPRID",129099,"(D)",NA,NA,NA,NA,"high"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","MALATHION",57701,"(D)","possible","suspected","present",NA,"high"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","METHOXYFENOZIDE",121027,"(D)",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","SPIROMESIFEN",24875,"(D)",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","THIAMETHOXAM",60109,"0.054",NA,NA,NA,NA,"high"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","AZOXYSTROBIN",128810,"4.123",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","CAPTAN",81301,"16.856","known",NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","CYPRODINIL",288202,"0.642",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","FENHEXAMID",90209,"(D)",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","FLUDIOXONIL",71503,"0.428",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","MYCLOBUTANIL",128857,"(D)",NA,"suspected",NA,"present",NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","PYRACLOSTROBIN",99100,"(D)",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","PYRIMETHANIL",288201,"(D)","possible","suspected",NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","TRIFLUMIZOLE",128879,"(D)",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","ACETAMIPRID",99050,"0.127",NA,NA,NA,NA,"moderate"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","BIFENAZATE",586,"0.663",NA,NA,NA,NA,"moderate"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","BIFENTHRIN",128825,"0.077","possible","suspected",NA,"present","high"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","HEXYTHIAZOX",128849,"(D)","probable",NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","IMIDACLOPRID",129099,"(D)",NA,NA,NA,NA,"high"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","MALATHION",57701,"(D)","possible","suspected","present",NA,"high"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","METHOXYFENOZIDE",121027,"(D)",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","SPIROMESIFEN",24875,"(D)",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","THIAMETHOXAM",60109,"0.095",NA,NA,NA,NA,"high"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","AZOXYSTROBIN",128810,"4.8",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","CAPTAN",81301,"8","known",NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","CYPRODINIL",288202,"2.1",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","FENHEXAMID",90209,"(D)",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","FLUDIOXONIL",71503,"2.1",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","MYCLOBUTANIL",128857,"(D)",NA,"suspected",NA,"present",NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","PYRACLOSTROBIN",99100,"(D)",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","PYRIMETHANIL",288201,"(D)","possible","suspected",NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","FUNGICIDE","TRIFLUMIZOLE",128879,"(D)",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","ACETAMIPRID",99050,"1.3",NA,NA,NA,NA,"moderate"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","BIFENAZATE",586,"4.7",NA,NA,NA,NA,"moderate"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","BIFENTHRIN",128825,"1.5","possible","suspected",NA,"present","high"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","HEXYTHIAZOX",128849,"(D)","probable",NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","IMIDACLOPRID",129099,"(D)",NA,NA,NA,NA,"high"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","MALATHION",57701,"(D)","possible","suspected","present",NA,"high"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","METHOXYFENOZIDE",121027,"(D)",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","SPIROMESIFEN",24875,"(D)",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","INSECTICIDE","THIAMETHOXAM",60109,"1.8",NA,NA,NA,NA,"high"
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","AZOXYSTROBIN",128810,"29",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","CAPTAN",81301,"88","known",NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","CYPRODINIL",288202,"64",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","FENHEXAMID",90209,"(D)",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","FLUDIOXONIL",71503,"64",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","MYCLOBUTANIL",128857,"(D)",NA,"suspected",NA,"present",NA
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","PYRACLOSTROBIN",99100,"(D)",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","PYRIMETHANIL",288201,"(D)","possible","suspected",NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","FUNGICIDE","TRIFLUMIZOLE",128879,"(D)",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","ACETAMIPRID",99050,"13",NA,NA,NA,NA,"moderate"
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","BIFENAZATE",586,"11",NA,NA,NA,NA,"moderate"
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","BIFENTHRIN",128825,"35","possible","suspected",NA,"present","high"
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","HEXYTHIAZOX",128849,"(D)","probable",NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","IMIDACLOPRID",129099,"(D)",NA,NA,NA,NA,"high"
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","MALATHION",57701,"(D)","possible","suspected","present",NA,"high"
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","METHOXYFENOZIDE",121027,"(D)",NA,NA,NA,NA,"slight"
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","SPIROMESIFEN",24875,"(D)",NA,NA,NA,NA,NA
2019,"FLORIDA",12,"BEARING - TREATED","MEASURED IN PCT OF AREA BEARING","AVG","INSECTICIDE","THIAMETHOXAM",60109,"16",NA,NA,NA,NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","AZOXYSTROBIN",128810,"1,100",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","BOSCALID",128008,"1,800","possible",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","CAPTAN",81301,"94,800","known",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","CYPRODINIL",288202,"4,900",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","FENHEXAMID",90209,"3,100",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","FLUDIOXONIL",71503,"3,300",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","IPRODIONE",109801,"(D)","known","suspected",NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","MYCLOBUTANIL",128857,"1,100",NA,"suspected",NA,"present",NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","PROPICONAZOLE",122101,"1,000","possible","suspected",NA,"present","slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","PYRACLOSTROBIN",99100,"2,300",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","PYRIMETHANIL",288201,"2,800","possible","suspected",NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","TRIFLOXYSTROBIN",129112,"2,000",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"FUNGICIDE","TRIFLUMIZOLE",128879,"1,900",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","ACETAMIPRID",99050,"1,200",NA,NA,NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BIFENAZATE",586,"5,100",NA,NA,NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","BIFENTHRIN",128825,"1,100","possible","suspected",NA,"present","high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","CARBARYL",56801,"(D)","known","suspected","present","present","high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","CHLORPYRIFOS",59101,"(D)",NA,"suspected","present",NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","FENPROPATHRIN",127901,"1,100",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","HEXYTHIAZOX",128849,"800","probable",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","IMIDACLOPRID",129099,"4,100",NA,NA,NA,NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","MALATHION",57701,"8,000","possible","suspected","present",NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","METHOXYFENOZIDE",121027,"1,000",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","PIPERONYL BUTOXIDE",67501,"(D)","possible","suspected",NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","PYRIPROXYFEN",129032,"(D)",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","SPIROMESIFEN",24875,"1,000",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB",NA,"INSECTICIDE","THIAMETHOXAM",60109,"400",NA,NA,NA,NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","AZOXYSTROBIN",128810,"0.213",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","BOSCALID",128008,"0.358","possible",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","CAPTAN",81301,"1.878","known",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYPRODINIL",288202,"0.32",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","FENHEXAMID",90209,"0.59",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUDIOXONIL",71503,"0.214",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","IPRODIONE",109801,"(D)","known","suspected",NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","MYCLOBUTANIL",128857,"0.104",NA,"suspected",NA,"present",NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","PROPICONAZOLE",122101,"0.112","possible","suspected",NA,"present","slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYRACLOSTROBIN",99100,"0.171",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYRIMETHANIL",288201,"0.628","possible","suspected",NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","TRIFLOXYSTROBIN",129112,"0.114",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","FUNGICIDE","TRIFLUMIZOLE",128879,"0.241",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","ACETAMIPRID",99050,"0.118",NA,NA,NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENAZATE",586,"0.49",NA,NA,NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENTHRIN",128825,"0.098","possible","suspected",NA,"present","high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","CARBARYL",56801,"(D)","known","suspected","present","present","high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","CHLORPYRIFOS",59101,"(D)",NA,"suspected","present",NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","FENPROPATHRIN",127901,"0.286",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","HEXYTHIAZOX",128849,"0.181","probable",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","IMIDACLOPRID",129099,"0.5",NA,NA,NA,NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","MALATHION",57701,"1.799","possible","suspected","present",NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","METHOXYFENOZIDE",121027,"0.176",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","PIPERONYL BUTOXIDE",67501,"(D)","possible","suspected",NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","PYRIPROXYFEN",129032,"(D)",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","SPIROMESIFEN",24875,"0.25",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","AVG","INSECTICIDE","THIAMETHOXAM",60109,"0.06",NA,NA,NA,NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","AZOXYSTROBIN",128810,"0.298",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","BOSCALID",128008,"0.565","possible",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","CAPTAN",81301,"6.452","known",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","CYPRODINIL",288202,"0.461",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","FENHEXAMID",90209,"1.005",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","FLUDIOXONIL",71503,"0.307",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","IPRODIONE",109801,"(D)","known","suspected",NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","MYCLOBUTANIL",128857,"0.167",NA,"suspected",NA,"present",NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","PROPICONAZOLE",122101,"0.221","possible","suspected",NA,"present","slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","PYRACLOSTROBIN",99100,"0.305",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","PYRIMETHANIL",288201,"0.762","possible","suspected",NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","TRIFLOXYSTROBIN",129112,"0.148",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FUNGICIDE","TRIFLUMIZOLE",128879,"0.396",NA,NA,NA,NA,"slight"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","ACETAMIPRID",99050,"0.165",NA,NA,NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","BIFENAZATE",586,"0.645",NA,NA,NA,NA,"moderate"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","BIFENTHRIN",128825,"0.163","possible","suspected",NA,"present","high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","CARBARYL",56801,"(D)","known","suspected","present","present","high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","CHLORPYRIFOS",59101,"(D)",NA,"suspected","present",NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","FENPROPATHRIN",127901,"0.397",NA,NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","HEXYTHIAZOX",128849,"0.212","probable",NA,NA,NA,NA
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","IMIDACLOPRID",129099,"0.63",NA,NA,NA,NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","MALATHION",57701,"3.062","possible","suspected","present",NA,"high"
2018,"CALIFORNIA",6,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","INSECTICIDE","METHOXYFENOZIDE",121027,"0.214",NA,NA,NA,NA,"slight"
